$$APEX,237,16:53:46,5119.4938,-00012.2589,167,06,829,000
$$APEX,237,16:53:46,5119.4938,-00012.2589,167,06,829,000
$$APEX,238,16:54:10,5119.4939,-00012.2591,167,06,829,000
$$APEX,238,16:54:10,5119.4939,-00012.2591,167,06,829,000
$$APEX,239,16:54:34,5119.4918,-00012.2610,159,06,828,000
$$APEX,239,16:54:34,5119.4918,-00012.2610,159,06,828,000
$$APEX,240,16:54:58,5119.4911,-00012.2616,157,06,828,000
$$APEX,240,16:54:58,5119.4911,-00012.2616,157,06,828,000
$$APEX,241,16:55:22,5119.4920,-00012.2614,158,06,828,000
$$APEX,241,16:55:22,5119.4920,-00012.2614,158,06,828,000
$$APEX,242,16:55:46,5119.4917,-00012.2619,153,05,828,000
$$APEX,242,16:55:46,5119.4917,-00012.2619,153,05,828,000
$$APEX,243,16:56:10,5119.4913,-00012.2621,151,05,827,000
$$APEX,243,16:56:10,5119.4913,-00012.2621,151,05,827,000
$$APEX,244,16:56:34,5119.4911,-00012.2622,150,06,827,000
$$APEX,244,16:56:34,5119.4911,-00012.2622,150,06,827,000
$$APEX,245,16:56:58,5119.4909,-00012.2624,149,05,828,000
$$APEX,245,16:56:58,5119.4909,-00012.2624,149,05,828,000
$$APEX,246,16:57:22,5119.4907,-00012.2626,148,05,828,000
$$APEX,246,16:57:22,5119.4907,-00012.2626,148,05,828,000
$$APEX,0013,12:34:12,5114.4253,-00014.5264,00167,34,06,27.12,31.20,A34,545,53,58,B4,2,62,15,MOOO_LOL
$$APEX,0013,12:34:12,5114.4253,-00014.5264,00167,34,06,27.12,31.20,A34,545,53,58,B4,2,62,15,MOOO_LOL
$$APEX,0013,12:34:12,5114.4253,-00014.5264,00167,34,06,27.12,31.20,A34,545,53,58,B4,2,62,15,MOOO_LOL
